"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUT","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2009",46.53011464,
"AUT","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2010",45.36215822,
"AUT","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2011",44.05811876,
"AUT","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2012",45.36815983,
"BEL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2003",42.5675895,
"BEL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2004",44.53977625,
"BEL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2005",46.87301087,
"BEL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2006",45.03698723,
"BEL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2007",41.82096185,
"BEL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2008",35.68278956,
"BEL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2009",32.34275215,
"BEL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2010",30.24335563,
"BEL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2011",32.93944622,
"BEL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2012",33.49684085,
"CAN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2003",32.65165,
"CAN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2004",33.70625,
"CAN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2005",35.94587,
"CAN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2006",36.8143,
"CAN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2007",38.01716,
"CAN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2008",38.73388,
"CAN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2009",37.17995,
"CAN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2010",38.96919,
"CAN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2011",36.63381857,
"CAN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2012",36.61844755,
"CAN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2013",35.29755132,
"CZE","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2004",32.0464184,
"CZE","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2005",30.81534391,
"CZE","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2006",28.94941412,
"CZE","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2007",29.35613378,
"CZE","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2008",29.20800835,
"CZE","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2009",29.65451098,
"CZE","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2010",29.79796172,
"CZE","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2011",31.07323228,
"CZE","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2012",32.30413537,
"DNK","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2003",9.217214746,
"DNK","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2004",6.21395134,
"DNK","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2005",12.36758434,
"DNK","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2006",12.00833273,
"DNK","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2007",17.15911081,
"DNK","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2008",11.08508809,
"DNK","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2009",16.1093247,
"DNK","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2010",17.46692327,
"DNK","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2011",23.65456024,
"DNK","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2012",16.03725497,
"FIN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2003",32.75015913,
"FIN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2004",35.39674059,
"FIN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2005",41.99132206,
"FIN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2006",39.51994018,
"FIN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2007",39.91036211,
"FIN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2008",36.90219653,
"FIN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2009",35.94008888,
"FIN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2010",33.25018945,
"FIN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2011",34.80308234,
"FIN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2012",35.87558032,
"FRA","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2003",37.42921105,
"FRA","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2004",33.92563555,
"FRA","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2005",31.85082266,
"FRA","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2006",32.9347973,
"FRA","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2007",36.22705511,
"FRA","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2008",35.96268102,
"FRA","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2009",31.63295636,
"FRA","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2010",29.94970791,
"FRA","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2011",30.44014333,
"FRA","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2012",31.38424186,
"DEU","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2004",45.44560375,
"DEU","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2005",44.65533505,
"DEU","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2006",43.40025806,
"DEU","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2007",40.48329219,
"DEU","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2008",39.66353099,
"DEU","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2009",39.00601796,
"DEU","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2010",42.64869735,
"DEU","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2011",42.9726328,
"GRC","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2006",39.18744992,
"GRC","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2007",38.11276571,
"GRC","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2008",42.14682459,
"GRC","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2009",44.00846537,
"GRC","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2010",46.31139812,
"GRC","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2011",42.38516592,
"HUN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2004",29.2865498,
"HUN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2005",26.68619931,
"HUN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2006",26.58702432,
"HUN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2007",23.90536345,
"HUN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2008",27.65795042,
"HUN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2009",32.13243586,
"HUN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2010",34.46657189,
"HUN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2011",32.55421026,
"HUN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2012",31.38773253,
"ISL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2003",44.34154194,
"ISL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2004",40.79682408,
"ISL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2005",34.34326261,
"ISL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2006",28.2817486,
"ISL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2007",24.90111679,
"ISL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2008",20.50067541,
"ISL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2009",15.90236775,
"ISL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2010",11.35181234,
"ISL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2011",17.47072312,
"ISL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2012",19.39022618,
"IRL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2003",25.48211955,
"IRL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2004",28.41180614,
"IRL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2005",28.56875109,
"IRL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2006",33.64665563,
"IRL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2007",29.9994706,
"IRL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2008",26.54109015,
"IRL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2009",19.36637809,
"IRL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2010",21.43105037,
"IRL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2011",23.74649501,
"IRL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2012",25.63796371,
"ITA","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2006",48.01537345,
"ITA","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2007",48.11110317,
"ITA","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2008",46.70810708,
"ITA","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2009",49.46836166,
"ITA","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2010",52.69918598,
"ITA","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2011",55.529672,
"ITA","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2012",55.41043169,
"LUX","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2003",46.46174867,
"LUX","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2004",45.35271122,
"LUX","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2005",37.06575587,
"LUX","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2006",42.7744672,
"LUX","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2007",45.74539292,
"LUX","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2008",44.47560006,
"LUX","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2009",36.78249078,
"LUX","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2010",25.90634013,
"LUX","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2011",22.90960483,
"LUX","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2012",20.53765846,
"MEX","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2005",51.14848536,
"MEX","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2006",53.7073333,
"MEX","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2007",46.11365496,
"MEX","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2008",43.91455654,
"MEX","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2009",43.0036832,
"MEX","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2010",46.48017934,
"MEX","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2011",46.60981687,
"MEX","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2012",47.21899282,
"MEX","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2013",47.5938227,
"NLD","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2004",37.01441901,
"NLD","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2005",38.55967095,
"NLD","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2006",42.26968524,
"NLD","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2007",44.16866593,
"NLD","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2008",41.46991203,
"NLD","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2009",35.0529637,
"NLD","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2010",30.31410359,
"NLD","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2011",27.78578462,
"NLD","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2012",28.36369322,
"NZL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2003",29.39921891,
"NZL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2004",32.85331465,
"NZL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2005",34.96927179,
"NZL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2006",33.73505953,
"NZL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2007",36.14704132,
"NZL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2008",34.7755928,
"NZL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2009",35.37061424,
"NZL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2010",34.47785064,
"NZL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2011",32.89286493,
"NZL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2012",31.17962662,
"NZL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2013",30.86295354,
"NOR","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2003",32.32258455,
"NOR","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2004",32.48557343,
"NOR","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2005",30.87851707,
"NOR","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2006",27.91964301,
"NOR","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2007",26.3600797,
"NOR","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2008",28.09613403,
"NOR","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2009",28.10397795,
"NOR","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2010",26.65662606,
"NOR","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2011",25.35113615,
"NOR","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2012",25.44876069,
"POL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2004",53.69145016,
"POL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2005",54.65533638,
"POL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2006",53.15017104,
"POL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2007",56.82786251,
"POL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2008",58.06635648,
"POL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2009",61.63500245,
"POL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2010",61.6319107,
"POL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2011",61.92813305,
"POL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2012",61.83429884,
"PRT","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2006",62.25011998,
"PRT","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2007",60.92239684,
"PRT","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2008",60.39190563,
"PRT","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2009",58.39019692,
"PRT","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2010",59.24471813,
"PRT","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2011",58.6957317,
"PRT","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2012",59.61629368,
"SVK","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2004",21.46561591,
"SVK","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2005",19.86986631,
"SVK","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2006",23.73948365,
"SVK","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2007",26.85340828,
"SVK","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2008",29.88481169,
"SVK","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2009",31.57911587,
"SVK","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2010",30.92767276,
"SVK","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2011",32.20732065,
"SVK","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2012",31.30545096,
"ESP","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2005",38.98350088,
"ESP","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2006",37.54260759,
"ESP","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2007",36.20565148,
"ESP","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2008",31.65397301,
"ESP","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2009",29.97128148,
"ESP","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2010",24.73823566,
"ESP","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2011",23.4889492,
"ESP","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2012",20.16619507,
"SWE","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2003",5.566273818,
"SWE","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2004",13.16923535,
"SWE","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2005",18.0811375,
"SWE","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2006",19.74643464,
"SWE","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2007",12.05308316,
"SWE","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2008",9.974877704,
"SWE","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2009",15.58998178,
"SWE","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2010",17.9980841,
"SWE","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2011",17.935426,
"SWE","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2012",17.3213353,
"CHE","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2007",58.17344161,
"CHE","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2008",56.09235854,
"CHE","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2009",51.42194515,
"CHE","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2010",50.67003169,
"CHE","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2011",49.34986294,
"CHE","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2012",51.11074586,
"GBR","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2004",46.03620014,
"GBR","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2005",44.91969299,
"GBR","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2006",43.58445389,
"GBR","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2007",39.92859015,
"GBR","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2008",38.44080643,
"GBR","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2009",38.21544281,
"GBR","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2010",40.42115736,
"GBR","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2011",39.59992317,
"GBR","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2012",39.0329938,
"USA","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2005",46.91123045,
"USA","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2006",46.34438512,
"USA","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2007",45.7191524,
"USA","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2008",45.04987709,
"USA","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2009",44.47856499,
"USA","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2010",42.61617351,
"USA","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2011",42.95103326,
"USA","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2012",43.32180989,
"USA","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2013",43.9527052,
"EST","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2003",18.58316646,
"EST","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2004",14.18298179,
"EST","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2005",9.082829053,
"EST","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2006",2.404143613,
"EST","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2007",-7.364853464,
"EST","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2008",-23.14299979,
"EST","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2009",-28.11711358,
"EST","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2010",-30.3799667,
"EST","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2011",-25.50545519,
"EST","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2012",-28.90340999,
"RUS","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2012",34.96732671,
"SVN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2004",28.55167328,
"SVN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2005",29.83193044,
"SVN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2006",29.04447943,
"SVN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2007",28.61246966,
"SVN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2008",27.70612815,
"SVN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2009",29.53689865,
"SVN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2010",32.83021325,
"SVN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2011",33.93263857,
"SVN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2012",33.21211476,
"OAVG","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2006",36.29108469,
"OAVG","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2007",36.17635655,
"OAVG","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2008",34.50881474,
"OAVG","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2009",33.58174181,
"OAVG","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2010",33.16005473,
"OAVG","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2011",33.51407399,
"OAVG","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2012",32.44913749,
