LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Country full name
KOR,WAGEGAP,TOT,PC_MENWAGE,A,1995,44.182205,Korea
KOR,WAGEGAP,TOT,PC_MENWAGE,A,1996,43.28278,Korea
KOR,WAGEGAP,TOT,PC_MENWAGE,A,1997,42.215485,Korea
KOR,WAGEGAP,TOT,PC_MENWAGE,A,1998,42.021843,Korea
KOR,WAGEGAP,TOT,PC_MENWAGE,A,1999,41.803398,Korea
KOR,WAGEGAP,TOT,PC_MENWAGE,A,2000,41.654354,Korea
KOR,WAGEGAP,TOT,PC_MENWAGE,A,2001,40.416142,Korea
KOR,WAGEGAP,TOT,PC_MENWAGE,A,2002,41.028511,Korea
KOR,WAGEGAP,TOT,PC_MENWAGE,A,2003,40.083153,Korea
KOR,WAGEGAP,TOT,PC_MENWAGE,A,2004,39.623547,Korea
KOR,WAGEGAP,TOT,PC_MENWAGE,A,2005,39.616631,Korea
KOR,WAGEGAP,TOT,PC_MENWAGE,A,2006,39.774143,Korea
KOR,WAGEGAP,TOT,PC_MENWAGE,A,2007,38.162064,Korea
KOR,WAGEGAP,TOT,PC_MENWAGE,A,2008,39.037441,Korea
KOR,WAGEGAP,TOT,PC_MENWAGE,A,2009,38.614681,Korea
KOR,WAGEGAP,TOT,PC_MENWAGE,A,2010,39.605858,Korea
KOR,WAGEGAP,TOT,PC_MENWAGE,A,2011,36.564228,Korea
KOR,WAGEGAP,TOT,PC_MENWAGE,A,2012,36.298531,Korea
KOR,WAGEGAP,TOT,PC_MENWAGE,A,2013,36.599636,Korea
KOR,WAGEGAP,TOT,PC_MENWAGE,A,2014,36.653175,Korea
LUX,WAGEGAP,TOT,PC_MENWAGE,A,2002,15.50058,Mexico
LUX,WAGEGAP,TOT,PC_MENWAGE,A,2006,8.1961594,Mexico
LUX,WAGEGAP,TOT,PC_MENWAGE,A,2010,4.9682708,Mexico
NLD,WAGEGAP,TOT,PC_MENWAGE,A,2002,15.145228,
NLD,WAGEGAP,TOT,PC_MENWAGE,A,2006,15.888616,
NLD,WAGEGAP,TOT,PC_MENWAGE,A,2010,18.597561,
NZL,WAGEGAP,TOT,PC_MENWAGE,A,1984,21.474653,New Zealand
NZL,WAGEGAP,TOT,PC_MENWAGE,A,1986,23.014999,New Zealand
NZL,WAGEGAP,TOT,PC_MENWAGE,A,1988,20.289234,New Zealand
NZL,WAGEGAP,TOT,PC_MENWAGE,A,1990,17.111124,New Zealand
NZL,WAGEGAP,TOT,PC_MENWAGE,A,1992,15.571565,New Zealand
NZL,WAGEGAP,TOT,PC_MENWAGE,A,1994,13.302432,New Zealand
NZL,WAGEGAP,TOT,PC_MENWAGE,A,1995,13.68283,New Zealand
NZL,WAGEGAP,TOT,PC_MENWAGE,A,1996,20.394886,New Zealand
NZL,WAGEGAP,TOT,PC_MENWAGE,A,1997,12.709497,New Zealand
NZL,WAGEGAP,TOT,PC_MENWAGE,A,1998,11.4,New Zealand
NZL,WAGEGAP,TOT,PC_MENWAGE,A,1999,8.333333,New Zealand
NZL,WAGEGAP,TOT,PC_MENWAGE,A,2000,7.1665559,New Zealand
NZL,WAGEGAP,TOT,PC_MENWAGE,A,2001,8.0562658,New Zealand
NZL,WAGEGAP,TOT,PC_MENWAGE,A,2002,7.3125,New Zealand
NZL,WAGEGAP,TOT,PC_MENWAGE,A,2003,7.6923075,New Zealand
NZL,WAGEGAP,TOT,PC_MENWAGE,A,2004,8.0766993,New Zealand
NZL,WAGEGAP,TOT,PC_MENWAGE,A,2005,9.6111107,New Zealand
NZL,WAGEGAP,TOT,PC_MENWAGE,A,2006,9.333333,New Zealand
NZL,WAGEGAP,TOT,PC_MENWAGE,A,2007,7.1428571,New Zealand
NZL,WAGEGAP,TOT,PC_MENWAGE,A,2008,8.0536909,New Zealand
NZL,WAGEGAP,TOT,PC_MENWAGE,A,2009,8.7591238,New Zealand
NZL,WAGEGAP,TOT,PC_MENWAGE,A,2010,7.0112362,New Zealand
NZL,WAGEGAP,TOT,PC_MENWAGE,A,2011,4.5333333,New Zealand
NZL,WAGEGAP,TOT,PC_MENWAGE,A,2012,5.9079061,New Zealand
NZL,WAGEGAP,TOT,PC_MENWAGE,A,2013,6.5943236,New Zealand
NZL,WAGEGAP,TOT,PC_MENWAGE,A,2014,6.0833335,New Zealand
NOR,WAGEGAP,TOT,PC_MENWAGE,A,1997,10.066472,Norway
NOR,WAGEGAP,TOT,PC_MENWAGE,A,1998,10.080347,Norway
NOR,WAGEGAP,TOT,PC_MENWAGE,A,1999,10.140724,Norway
NOR,WAGEGAP,TOT,PC_MENWAGE,A,2000,10.188542,Norway
NOR,WAGEGAP,TOT,PC_MENWAGE,A,2001,10.742867,Norway
NOR,WAGEGAP,TOT,PC_MENWAGE,A,2002,10.681874,Norway
NOR,WAGEGAP,TOT,PC_MENWAGE,A,2003,10.211701,Norway
NOR,WAGEGAP,TOT,PC_MENWAGE,A,2004,9.7057924,Norway
NOR,WAGEGAP,TOT,PC_MENWAGE,A,2005,9.3885164,Norway
NOR,WAGEGAP,TOT,PC_MENWAGE,A,2006,9.1624346,Norway
NOR,WAGEGAP,TOT,PC_MENWAGE,A,2007,9.8311481,Norway
NOR,WAGEGAP,TOT,PC_MENWAGE,A,2008,9.2356691,Norway
NOR,WAGEGAP,TOT,PC_MENWAGE,A,2009,8.6687307,Norway
NOR,WAGEGAP,TOT,PC_MENWAGE,A,2010,8.0597019,Norway
NOR,WAGEGAP,TOT,PC_MENWAGE,A,2011,7.7809796,Norway
NOR,WAGEGAP,TOT,PC_MENWAGE,A,2012,6.4066854,Norway
NOR,WAGEGAP,TOT,PC_MENWAGE,A,2013,7.0080862,Norway
NOR,WAGEGAP,TOT,PC_MENWAGE,A,2014,6.2827225,Norway
NOR,WAGEGAP,TOT,PC_MENWAGE,A,2015,7.1246819,Norway
POL,WAGEGAP,TOT,PC_MENWAGE,A,1991,20.148817,Poland
POL,WAGEGAP,TOT,PC_MENWAGE,A,1992,17.247705,Poland
POL,WAGEGAP,TOT,PC_MENWAGE,A,1993,20.028667,Poland
POL,WAGEGAP,TOT,PC_MENWAGE,A,1994,18.853945,Poland
POL,WAGEGAP,TOT,PC_MENWAGE,A,1995,20.104614,Poland
POL,WAGEGAP,TOT,PC_MENWAGE,A,1996,20.465694,Poland
POL,WAGEGAP,TOT,PC_MENWAGE,A,1997,18.568771,Poland
POL,WAGEGAP,TOT,PC_MENWAGE,A,1998,19.107622,Poland
POL,WAGEGAP,TOT,PC_MENWAGE,A,1999,17.55932,Poland
POL,WAGEGAP,TOT,PC_MENWAGE,A,2001,14.299743,Poland
POL,WAGEGAP,TOT,PC_MENWAGE,A,2002,11.315955,Poland
POL,WAGEGAP,TOT,PC_MENWAGE,A,2004,10.638849,Poland
POL,WAGEGAP,TOT,PC_MENWAGE,A,2006,11.44042,Poland
POL,WAGEGAP,TOT,PC_MENWAGE,A,2008,12.993822,Poland
POL,WAGEGAP,TOT,PC_MENWAGE,A,2010,7.190207,Poland
POL,WAGEGAP,TOT,PC_MENWAGE,A,2012,10.620155,Poland
POL,WAGEGAP,TOT,PC_MENWAGE,A,2014,11.072863,Poland
PRT,WAGEGAP,TOT,PC_MENWAGE,A,2004,13.030304,Portugal
PRT,WAGEGAP,TOT,PC_MENWAGE,A,2005,15.966388,Portugal
PRT,WAGEGAP,TOT,PC_MENWAGE,A,2006,14.354839,Portugal
PRT,WAGEGAP,TOT,PC_MENWAGE,A,2007,15.27778,Portugal
PRT,WAGEGAP,TOT,PC_MENWAGE,A,2008,15.635483,Portugal
PRT,WAGEGAP,TOT,PC_MENWAGE,A,2009,13.7925,Portugal
PRT,WAGEGAP,TOT,PC_MENWAGE,A,2010,13.450867,Portugal
PRT,WAGEGAP,TOT,PC_MENWAGE,A,2011,15.248123,Portugal
PRT,WAGEGAP,TOT,PC_MENWAGE,A,2012,16.315466,Portugal
PRT,WAGEGAP,TOT,PC_MENWAGE,A,2013,16.666666,Portugal
PRT,WAGEGAP,TOT,PC_MENWAGE,A,2014,18.879688,Portugal
SVK,WAGEGAP,TOT,PC_MENWAGE,A,2002,20.355162,Slovak Republic
SVK,WAGEGAP,TOT,PC_MENWAGE,A,2003,20.689655,Slovak Republic
SVK,WAGEGAP,TOT,PC_MENWAGE,A,2004,20.883766,Slovak Republic
SVK,WAGEGAP,TOT,PC_MENWAGE,A,2005,20.099257,Slovak Republic
SVK,WAGEGAP,TOT,PC_MENWAGE,A,2006,17.802769,Slovak Republic
SVK,WAGEGAP,TOT,PC_MENWAGE,A,2007,17.521706,Slovak Republic
SVK,WAGEGAP,TOT,PC_MENWAGE,A,2008,16.444769,Slovak Republic
SVK,WAGEGAP,TOT,PC_MENWAGE,A,2009,16.432722,Slovak Republic
SVK,WAGEGAP,TOT,PC_MENWAGE,A,2010,14.851118,Slovak Republic
SVK,WAGEGAP,TOT,PC_MENWAGE,A,2011,15.449857,Slovak Republic
SVK,WAGEGAP,TOT,PC_MENWAGE,A,2012,15.965269,Slovak Republic
SVK,WAGEGAP,TOT,PC_MENWAGE,A,2013,14.10933,Slovak Republic
SVK,WAGEGAP,TOT,PC_MENWAGE,A,2014,14.350047,Slovak Republic
SVK,WAGEGAP,TOT,PC_MENWAGE,A,2015,13.376625,Slovak Republic
ESP,WAGEGAP,TOT,PC_MENWAGE,A,2004,12.570706,Spain
ESP,WAGEGAP,TOT,PC_MENWAGE,A,2005,12.5,Spain
ESP,WAGEGAP,TOT,PC_MENWAGE,A,2006,10.372225,Spain
ESP,WAGEGAP,TOT,PC_MENWAGE,A,2007,8.8893337,Spain
ESP,WAGEGAP,TOT,PC_MENWAGE,A,2008,11.797639,Spain
ESP,WAGEGAP,TOT,PC_MENWAGE,A,2009,7.3026009,Spain
ESP,WAGEGAP,TOT,PC_MENWAGE,A,2010,6.5850592,Spain
ESP,WAGEGAP,TOT,PC_MENWAGE,A,2011,8.2663479,Spain
ESP,WAGEGAP,TOT,PC_MENWAGE,A,2012,8.6476269,Spain
SWE,WAGEGAP,TOT,PC_MENWAGE,A,1975,18.269617,Sweden
SWE,WAGEGAP,TOT,PC_MENWAGE,A,1978,16.553919,Sweden
SWE,WAGEGAP,TOT,PC_MENWAGE,A,1980,12.765073,Sweden
SWE,WAGEGAP,TOT,PC_MENWAGE,A,1981,15.202703,Sweden
SWE,WAGEGAP,TOT,PC_MENWAGE,A,1982,13.591398,Sweden
SWE,WAGEGAP,TOT,PC_MENWAGE,A,1983,14.532872,Sweden
SWE,WAGEGAP,TOT,PC_MENWAGE,A,1984,15.86354,Sweden
SWE,WAGEGAP,TOT,PC_MENWAGE,A,1985,16.680815,Sweden
SWE,WAGEGAP,TOT,PC_MENWAGE,A,1986,15.080346,Sweden
SWE,WAGEGAP,TOT,PC_MENWAGE,A,1987,14.660743,Sweden
SWE,WAGEGAP,TOT,PC_MENWAGE,A,1988,17.522541,Sweden
SWE,WAGEGAP,TOT,PC_MENWAGE,A,1989,19.572554,Sweden
SWE,WAGEGAP,TOT,PC_MENWAGE,A,1990,19.037199,Sweden
SWE,WAGEGAP,TOT,PC_MENWAGE,A,1991,19.277567,Sweden
SWE,WAGEGAP,TOT,PC_MENWAGE,A,1992,19.042189,Sweden
SWE,WAGEGAP,TOT,PC_MENWAGE,A,1993,18.747599,Sweden
SWE,WAGEGAP,TOT,PC_MENWAGE,A,1994,17.230886,Sweden
SWE,WAGEGAP,TOT,PC_MENWAGE,A,1995,18.776291,Sweden
SWE,WAGEGAP,TOT,PC_MENWAGE,A,1996,16.385012,Sweden
SWE,WAGEGAP,TOT,PC_MENWAGE,A,1997,16.725979,Sweden
SWE,WAGEGAP,TOT,PC_MENWAGE,A,1998,16.958462,Sweden
SWE,WAGEGAP,TOT,PC_MENWAGE,A,1999,16.845638,Sweden
SWE,WAGEGAP,TOT,PC_MENWAGE,A,2000,15.495732,Sweden
SWE,WAGEGAP,TOT,PC_MENWAGE,A,2001,16.591496,Sweden
SWE,WAGEGAP,TOT,PC_MENWAGE,A,2002,15.857913,Sweden
SWE,WAGEGAP,TOT,PC_MENWAGE,A,2003,16.005081,Sweden
SWE,WAGEGAP,TOT,PC_MENWAGE,A,2004,15.320592,Sweden
SWE,WAGEGAP,TOT,PC_MENWAGE,A,2005,14.444112,Sweden
SWE,WAGEGAP,TOT,PC_MENWAGE,A,2006,14.589486,Sweden
SWE,WAGEGAP,TOT,PC_MENWAGE,A,2007,16.363636,Sweden
SWE,WAGEGAP,TOT,PC_MENWAGE,A,2008,15.389049,Sweden
SWE,WAGEGAP,TOT,PC_MENWAGE,A,2009,14.917437,Sweden
SWE,WAGEGAP,TOT,PC_MENWAGE,A,2010,14.32126,Sweden
SWE,WAGEGAP,TOT,PC_MENWAGE,A,2011,15.934516,Sweden
SWE,WAGEGAP,TOT,PC_MENWAGE,A,2012,15.13587,Sweden
SWE,WAGEGAP,TOT,PC_MENWAGE,A,2013,13.420491,Sweden
CHE,WAGEGAP,TOT,PC_MENWAGE,A,1996,25.47,Switzerland
CHE,WAGEGAP,TOT,PC_MENWAGE,A,1998,24.12,Switzerland
CHE,WAGEGAP,TOT,PC_MENWAGE,A,2000,23.79,Switzerland
CHE,WAGEGAP,TOT,PC_MENWAGE,A,2002,22.8,Switzerland
CHE,WAGEGAP,TOT,PC_MENWAGE,A,2004,22.01,Switzerland
CHE,WAGEGAP,TOT,PC_MENWAGE,A,2006,21.32,Switzerland
CHE,WAGEGAP,TOT,PC_MENWAGE,A,2008,21.31,Switzerland
CHE,WAGEGAP,TOT,PC_MENWAGE,A,2010,20.05,Switzerland
CHE,WAGEGAP,TOT,PC_MENWAGE,A,2012,19.34,Switzerland
CHE,WAGEGAP,TOT,PC_MENWAGE,A,2014,16.94,Switzerland
TUR,WAGEGAP,TOT,PC_MENWAGE,A,2010,20.064724,Turkey
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1970,47.578041,United Kingdom
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1971,45.527424,United Kingdom
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1972,45.677795,United Kingdom
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1973,46.378727,United Kingdom
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1974,44.422234,United Kingdom
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1975,39.855415,United Kingdom
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1976,36.550301,United Kingdom
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1977,35.788368,United Kingdom
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1978,37.474869,United Kingdom
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1979,38.295238,United Kingdom
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1980,36.688587,United Kingdom
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1981,35.426811,United Kingdom
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1982,35.659618,United Kingdom
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1983,34.567284,United Kingdom
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1984,35.081528,United Kingdom
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1985,35.120113,United Kingdom
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1986,34.938507,United Kingdom
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1987,34.512955,United Kingdom
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1988,34.045731,United Kingdom
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1989,33.730659,United Kingdom
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1990,32.744957,United Kingdom
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1991,31.075478,United Kingdom
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1992,29.94668,United Kingdom
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1993,28.719019,United Kingdom
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1994,28.079718,United Kingdom
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1995,28.192835,United Kingdom
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1996,27.21841,United Kingdom
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1997,26.919069,United Kingdom
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1998,27.035294,United Kingdom
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1999,26.089729,United Kingdom
GBR,WAGEGAP,TOT,PC_MENWAGE,A,2000,26.280313,United Kingdom
GBR,WAGEGAP,TOT,PC_MENWAGE,A,2001,25.639647,United Kingdom
GBR,WAGEGAP,TOT,PC_MENWAGE,A,2002,24.379099,United Kingdom
GBR,WAGEGAP,TOT,PC_MENWAGE,A,2003,24.124468,United Kingdom
GBR,WAGEGAP,TOT,PC_MENWAGE,A,2004,23.358742,United Kingdom
GBR,WAGEGAP,TOT,PC_MENWAGE,A,2005,22.063959,United Kingdom
GBR,WAGEGAP,TOT,PC_MENWAGE,A,2006,21.718084,United Kingdom
GBR,WAGEGAP,TOT,PC_MENWAGE,A,2007,21.634781,United Kingdom
GBR,WAGEGAP,TOT,PC_MENWAGE,A,2008,21.857868,United Kingdom
GBR,WAGEGAP,TOT,PC_MENWAGE,A,2009,20.686296,United Kingdom
GBR,WAGEGAP,TOT,PC_MENWAGE,A,2010,19.231438,United Kingdom
GBR,WAGEGAP,TOT,PC_MENWAGE,A,2011,18.246006,United Kingdom
GBR,WAGEGAP,TOT,PC_MENWAGE,A,2012,17.783882,United Kingdom
GBR,WAGEGAP,TOT,PC_MENWAGE,A,2013,17.482014,United Kingdom
GBR,WAGEGAP,TOT,PC_MENWAGE,A,2014,17.382742,United Kingdom
GBR,WAGEGAP,TOT,PC_MENWAGE,A,2015,16.925247,United Kingdom
USA,WAGEGAP,TOT,PC_MENWAGE,A,1973,38.110405,United States
USA,WAGEGAP,TOT,PC_MENWAGE,A,1974,39.100685,United States
USA,WAGEGAP,TOT,PC_MENWAGE,A,1975,37.630032,United States
USA,WAGEGAP,TOT,PC_MENWAGE,A,1976,37.755974,United States
USA,WAGEGAP,TOT,PC_MENWAGE,A,1977,38.224854,United States
USA,WAGEGAP,TOT,PC_MENWAGE,A,1978,38.972477,United States
USA,WAGEGAP,TOT,PC_MENWAGE,A,1979,37.641949,United States
USA,WAGEGAP,TOT,PC_MENWAGE,A,1980,36.552151,United States
USA,WAGEGAP,TOT,PC_MENWAGE,A,1981,35.174,United States
USA,WAGEGAP,TOT,PC_MENWAGE,A,1982,34.724091,United States
USA,WAGEGAP,TOT,PC_MENWAGE,A,1983,34.286449,United States
USA,WAGEGAP,TOT,PC_MENWAGE,A,1984,33.432171,United States
USA,WAGEGAP,TOT,PC_MENWAGE,A,1985,32.978218,United States
USA,WAGEGAP,TOT,PC_MENWAGE,A,1986,32.190216,United States
USA,WAGEGAP,TOT,PC_MENWAGE,A,1987,31.022223,United States
USA,WAGEGAP,TOT,PC_MENWAGE,A,1988,30.069174,United States
USA,WAGEGAP,TOT,PC_MENWAGE,A,1989,29.363579,United States
USA,WAGEGAP,TOT,PC_MENWAGE,A,1990,28.45545,United States
USA,WAGEGAP,TOT,PC_MENWAGE,A,1991,26.571093,United States
USA,WAGEGAP,TOT,PC_MENWAGE,A,1992,25.057737,United States
USA,WAGEGAP,TOT,PC_MENWAGE,A,1993,23.876404,United States
USA,WAGEGAP,TOT,PC_MENWAGE,A,1994,23.884514,United States
USA,WAGEGAP,TOT,PC_MENWAGE,A,1995,24.579985,United States
USA,WAGEGAP,TOT,PC_MENWAGE,A,1996,23.823948,United States
USA,WAGEGAP,TOT,PC_MENWAGE,A,1997,23.786491,United States
USA,WAGEGAP,TOT,PC_MENWAGE,A,1998,23.745819,United States
USA,WAGEGAP,TOT,PC_MENWAGE,A,1999,23.462784,United States
USA,WAGEGAP,TOT,PC_MENWAGE,A,2000,23.088924,United States
USA,WAGEGAP,TOT,PC_MENWAGE,A,2001,23.58209,United States
USA,WAGEGAP,TOT,PC_MENWAGE,A,2002,22.091311,United States
USA,WAGEGAP,TOT,PC_MENWAGE,A,2003,20.575539,United States
USA,WAGEGAP,TOT,PC_MENWAGE,A,2004,19.635344,United States
USA,WAGEGAP,TOT,PC_MENWAGE,A,2005,18.975069,United States
USA,WAGEGAP,TOT,PC_MENWAGE,A,2006,19.2463,United States
USA,WAGEGAP,TOT,PC_MENWAGE,A,2007,19.843342,United States
USA,WAGEGAP,TOT,PC_MENWAGE,A,2008,20.050125,United States
USA,WAGEGAP,TOT,PC_MENWAGE,A,2009,19.78022,United States
USA,WAGEGAP,TOT,PC_MENWAGE,A,2010,18.81068,United States
USA,WAGEGAP,TOT,PC_MENWAGE,A,2011,17.788462,United States
USA,WAGEGAP,TOT,PC_MENWAGE,A,2012,19.086651,United States
USA,WAGEGAP,TOT,PC_MENWAGE,A,2013,17.906977,United States
USA,WAGEGAP,TOT,PC_MENWAGE,A,2014,17.451206,United States
USA,WAGEGAP,TOT,PC_MENWAGE,A,2015,18.882681,United States
CHL,WAGEGAP,TOT,PC_MENWAGE,A,2006,3.9584157,Chile
CHL,WAGEGAP,TOT,PC_MENWAGE,A,2009,9.090909,Chile
CHL,WAGEGAP,TOT,PC_MENWAGE,A,2011,16,Chile
CHL,WAGEGAP,TOT,PC_MENWAGE,A,2013,16.666666,Chile
EST,WAGEGAP,TOT,PC_MENWAGE,A,2002,24.045801,Estonia
EST,WAGEGAP,TOT,PC_MENWAGE,A,2006,28.121601,Estonia
EST,WAGEGAP,TOT,PC_MENWAGE,A,2010,26.601547,Estonia
ISR,WAGEGAP,TOT,PC_MENWAGE,A,2001,28.1035,Israel
ISR,WAGEGAP,TOT,PC_MENWAGE,A,2002,24.520096,Israel
ISR,WAGEGAP,TOT,PC_MENWAGE,A,2003,24.614925,Israel
ISR,WAGEGAP,TOT,PC_MENWAGE,A,2004,25.461952,Israel
ISR,WAGEGAP,TOT,PC_MENWAGE,A,2005,22.351538,Israel
ISR,WAGEGAP,TOT,PC_MENWAGE,A,2006,22.015915,Israel
ISR,WAGEGAP,TOT,PC_MENWAGE,A,2007,21.16065,Israel
ISR,WAGEGAP,TOT,PC_MENWAGE,A,2008,22.026011,Israel
ISR,WAGEGAP,TOT,PC_MENWAGE,A,2009,20.268637,Israel
ISR,WAGEGAP,TOT,PC_MENWAGE,A,2010,20.700092,Israel
ISR,WAGEGAP,TOT,PC_MENWAGE,A,2011,21.827412,Israel
SVN,WAGEGAP,TOT,PC_MENWAGE,A,2010,11.633663,Slovak Republic
MEX,WAGEGAP,TOT,PC_MENWAGE,A,2005,16.666666,Mexico
MEX,WAGEGAP,TOT,PC_MENWAGE,A,2006,18.60465,Mexico
MEX,WAGEGAP,TOT,PC_MENWAGE,A,2007,12.5,Mexico
MEX,WAGEGAP,TOT,PC_MENWAGE,A,2008,22.222221,Mexico
MEX,WAGEGAP,TOT,PC_MENWAGE,A,2009,16.666666,Mexico
MEX,WAGEGAP,TOT,PC_MENWAGE,A,2010,11.627907,Mexico
MEX,WAGEGAP,TOT,PC_MENWAGE,A,2011,10,Mexico
MEX,WAGEGAP,TOT,PC_MENWAGE,A,2012,13.555555,Mexico
MEX,WAGEGAP,TOT,PC_MENWAGE,A,2013,15.433404,Mexico
MEX,WAGEGAP,TOT,PC_MENWAGE,A,2014,18.299999,Mexico
MEX,WAGEGAP,TOT,PC_MENWAGE,A,2015,16.666666,Mexico
LVA,WAGEGAP,TOT,PC_MENWAGE,A,2002,19.23077,Latvia
LVA,WAGEGAP,TOT,PC_MENWAGE,A,2006,8.0851068,Latvia
LVA,WAGEGAP,TOT,PC_MENWAGE,A,2010,13.333333,Latvia
LTU,WAGEGAP,TOT,PC_MENWAGE,A,2002,13.0793,Lithiania
LTU,WAGEGAP,TOT,PC_MENWAGE,A,2006,14.234104,Lithiania
LTU,WAGEGAP,TOT,PC_MENWAGE,A,2010,6.9565215,Lithiania
AUT,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2003,51.79602268,Austria
AUT,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2004,49.96607774,Austria
AUT,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2005,49.89719336,Austria
AUT,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2006,47.26453792,Austria
